date,oven_id,layer_id,accumulation_hour,anomaly_total_number,lamp_id
2022/5/4,1C0,12,14060.0,2.0,20_37
2022/6/2,1C0,12,15112.0,2.0,52_77
2022/6/30,1C0,12,8064.0,,
2022/7/1,1C0,12,8064.0,2.0,30_47
2022/7/30,1C0,12,8408.0,,
2022/8/15,1C0,12,8536.0,,
2022/9/1,1C0,12,8644.0,,
2022/4/18,1C0,13,6716.0,1.0,89
2022/4/3,1C0,13,6497.0,1.0,42
2022/5/15,1C0,13,7212.0,1.0,12
2022/5/16,1C0,13,7226.0,1.0,91
2022/5/18,1C0,13,7231.0,1.0,100
2022/5/25,1C0,13,7349.0,1.0,102
2022/5/29,1C0,13,7412.0,1.0,56
2022/5/4,1C0,13,6998.0,,
2022/6/2,1C0,13,14964.0,1.0,113
2022/6/23,1C0,13,7847.0,2.0,24_64
2022/6/30,1C0,13,7946.0,,
2022/6/7,1C0,13,7561.0,1.0,92
2022/6/9,1C0,13,7595.0,2.0,7_53
2022/7/30,1C0,13,8275.0,,
2022/7/8,1C0,13,8037.0,2.0,10_20
2022/8/15,1C0,13,8394.0,,
2022/8/24,1C0,13,8446.0,3.0,23_40_108
2022/8/3,1C0,13,8272.0,2.0,33_120
2022/8/6,1C0,13,8303.0,2.0,19_104
2022/9/1,1C0,13,8495.0,,
2055/5/27,1C0,13,7371.0,1.0,58
2022/4/26,1C0,14,6844.0,2.0,66_26
2022/4/9,1C0,14,6520.0,2.0,21_58
2022/5/13,1C0,14,7145.0,2.0,14_19
2022/5/15,1C0,14,7180.0,1.0,51
2022/5/4,1C0,14,6993.0,,
2022/6/1,1C0,14,7446.0,2.0,55_68
2022/6/2,1C0,14,7521.0,,
2022/6/27,1C0,14,7976.0,2.0,11_85
2022/6/30,1C0,14,8007.0,,
2022/6/6,1C0,14,7584.0,2.0,9_49
2022/7/14,1C0,14,8156.0,2.0,17_104
2022/7/16,1C0,14,7996.0,2.0,62_87
2022/7/18,1C0,14,8372.0,1.0,15
2022/7/30,1C0,14,8304.0,,
2022/8/15,1C0,14,16802.0,1.0,93
2022/9/1,1C0,14,8511.0,,
2022/4/18,1C0,15,6629.0,2.0,81_98
2022/5/11,1C0,15,7029.0,2.0,8_60
2022/5/21,1C0,15,7208.0,1.0,65
2022/5/30,1C0,15,7368.0,2.0,47_106
2022/5/4,1C0,15,6911.0,,
2022/6/11,1C0,15,7611.0,2.0,23_68
2022/6/2,1C0,15,7432.0,,
2022/6/30,1C0,15,7928.0,,
2022/7/18,1C0,15,8101.0,2.0,81_117
2022/7/30,1C0,15,16372.0,2.0,66_121
2022/7/8,1C0,15,8018.0,2.0,6_119
2022/8/15,1C0,15,16618.0,2.0,40_94
2022/8/3,1C0,15,8203.0,1.0,76
2022/9/1,1C0,15,150.0,,
2022/5/17,1C0,16,7229.0,2.0,102_117
2022/5/4,1C0,16,6856.0,,
2022/6/10,1C0,16,7554.0,1.0,17
2022/6/2,1C0,16,7411.0,,
2022/6/21,1C0,16,7741.0,2.0,21_26
2022/6/30,1C0,16,7885.0,,
2022/7/18,1C0,16,8068.0,2.0,83_100
2022/7/30,1C0,16,8198.0,,
2022/7/7,1C0,16,7525.0,2.0,81_104
2022/8/15,1C0,16,8319.0,,
2022/9/1,1C0,16,8419.0,,
2022/4/24,1C0,17,6731.0,2.0,6_25
2022/5/23,1C0,17,7253.0,2.0,26_66
2022/5/31,1C0,17,7389.0,2.0,4_21
2022/5/4,1C0,17,6906.0,,
2022/6/11,1C0,17,7565.0,2.0,17_55
2022/6/2,1C0,17,7433.0,,
2022/6/27,1C0,17,7825.0,1.0,27
2022/6/28,1C0,17,7831.0,2.0,3_56
2022/6/30,1C0,17,7852.0,,
2022/6/6,1C0,17,7475.0,2.0,43_108
2022/7/16,1C0,17,7961.0,2.0,41_117
2022/7/30,1C0,17,8155.0,,
2022/7/4,1C0,17,7867.0,2.0,12_79
2022/7/8,1C0,17,7928.0,2.0,11_53
2022/8/15,1C0,17,16535.0,2.0,49_109
2022/8/24,1C0,17,8316.0,2.0,10_87
2022/9/1,1C0,17,8370.0,,
2022/3/4,1C0,18,5731.0,2.0,107_116
2022/4/22,1C0,18,6604.0,2.0,49_113
2022/5/19,1C0,18,7099.0,2.0,4_24
2022/5/26,1C0,18,7214.0,2.0,2_96
2022/5/4,1C0,18,6814.0,,
2022/6/10,1C0,18,7501.0,2.0,21_122
2022/6/14,1C0,18,7533.0,2.0,8_22
2022/6/2,1C0,18,7340.0,,
2022/6/20,1C0,18,7605.0,2.0,66_78
2022/6/30,1C0,18,7765.0,,
2022/7/30,1C0,18,8102.0,,
2022/8/15,1C0,18,8226.0,,
2022/8/24,1C0,18,8273.0,2.0,19_53
2022/9/1,1C0,18,8312.0,,
2022/1/29,1C0,19,5061.0,1.0,69
2022/2/10,1C0,19,5280.0,1.0,65
2022/5/19,1C0,19,7080.0,1.0,12
2022/5/4,1C0,19,6793.0,,
2022/6/10,1C0,19,7487.0,1.0,76
2022/6/2,1C0,19,7346.0,,
2022/6/30,1C0,19,7818.0,,
2022/7/16,1C0,19,8705.0,2.0,92_102
2022/7/30,1C0,19,8119.0,,
2022/7/4,1C0,19,7825.0,2.0,41_108
2022/7/7,1C0,19,7872.0,2.0,91_121
2022/8/15,1C0,19,8225.0,,
2022/8/6,1C0,19,8129.0,2.0,45_74
2022/9/1,1C0,19,8322.0,,
2055/5/27,1C0,19,7224.0,1.0,105
2022/1/29,1D0,1,4820.0,2.0,3_104
2022/2/10,1D0,1,5039.0,1.0,81
2022/2/17,1D0,1,5174.0,1.0,94
2022/2/3,1D0,1,4926.0,2.0,42_102
2022/3/23,1D0,1,5731.0,2.0,21_68
2022/3/31,1D0,1,5894.0,3.0,49_50_104
2022/4/16,1D0,1,6110.0,2.0,77_113
2022/4/3,1D0,1,5921.0,2.0,15_30
2022/5/13,1D0,1,6575.0,3.0,60_78_103
2022/5/24,1D0,1,6780.0,3.0,35_40_105
2022/5/29,1D0,1,6873.0,2.0,84_107
2022/5/4,1D0,1,6428.0,,
2022/6/15,1D0,1,7200.0,2.0,47_65
2022/6/2,1D0,1,6953.0,,
2022/6/30,1D0,1,7455.0,,
2022/7/12,1D0,1,7569.0,2.0,52_112
2022/7/19,1D0,1,7647.0,4.0,1_51_66_105
2022/7/30,1D0,1,7765.0,,
2022/7/4,1D0,1,7472.0,2.0,45_96
2022/8/15,1D0,1,15819.0,3.0,80_98_104
2022/8/24,1D0,1,7959.0,2.0,62_73
2022/8/8,1D0,1,7799.0,3.0,28_32_75
2022/9/1,1D0,1,8003.0,,
2022/1/14,1D0,2,4862.0,1.0,68
2022/3/10,1D0,2,5930.0,2.0,6_94
2022/3/26,1D0,2,6251.0,2.0,37_117
2022/4/18,1D0,2,6622.0,3.0,4_32_81
2022/4/29,1D0,2,6784.0,3.0,98_102_114
2022/5/13,1D0,2,7014.0,3.0,2_83_119
2022/5/17,1D0,2,7095.0,3.0,71_113_115
2022/5/23,1D0,2,7166.0,1.0,108
2022/5/31,1D0,2,7311.0,3.0,43_47_113
2022/5/4,1D0,2,6871.0,,
2022/6/11,1D0,2,7517.0,3.0,68_70_93
2022/6/2,1D0,2,7350.0,,
2022/6/30,1D0,2,7828.0,,
2022/6/7,1D0,2,7431.0,2.0,12_119
2022/7/18,1D0,2,8010.0,3.0,51_99_100
2022/7/30,1D0,2,8139.0,,
2022/7/4,1D0,2,7839.0,1.0,36
2022/7/6,1D0,2,7875.0,2.0,46_55
2022/8/13,1D0,2,8257.0,3.0,56_79_85
2022/8/15,1D0,2,8295.0,,
2022/9/1,1D0,2,8391.0,,
2022/2/3,1D0,3,5182.0,3.0,25_36_39
2022/5/23,1D0,3,7246.0,4.0,55_81_85_87
2022/5/4,1D0,3,6901.0,,
2022/6/18,1D0,3,7743.0,3.0,31_64_102
2022/6/2,1D0,3,7441.0,,
2022/6/30,1D0,3,7945.0,,
2022/7/30,1D0,3,8281.0,,
2022/8/15,1D0,3,8411.0,,
2022/8/6,1D0,3,8283.0,2.0,38_83
2022/9/1,1D0,3,8507.0,,
2022/1/29,1D0,4,5086.0,2.0,102_106
2022/2/27,1D0,4,5562.0,2.0,36_113
2022/5/25,1D0,4,7131.0,2.0,34_100
2022/5/4,1D0,4,6745.0,,
2022/6/2,1D0,4,7294.0,,
2022/6/23,1D0,4,7684.0,2.0,73_121
2022/6/30,1D0,4,7786.0,,
2022/7/23,1D0,4,7992.0,2.0,17_88
2022/7/30,1D0,4,8092.0,,
2022/7/4,1D0,4,7791.0,3.0,12_104_118
2022/8/15,1D0,4,8225.0,,
2022/8/6,1D0,4,8106.0,3.0,21_52_77
2022/9/1,1D0,4,8324.0,,
2022/1/29,1D0,5,4982.0,1.0,47
2022/2/11,1D0,5,5231.0,2.0,45_120
2022/4/11,1D0,5,6364.0,2.0,79_80
2022/5/13,1D0,5,6903.0,3.0,40_66_119
2022/5/29,1D0,5,7201.0,2.0,81_107
2022/5/4,1D0,5,6751.0,,
2022/6/10,1D0,5,7430.0,2.0,8_65
2022/6/15,1D0,5,7515.0,2.0,50_92
2022/6/2,1D0,5,7283.0,,
2022/6/30,1D0,5,7767.0,,
2022/7/16,1D0,5,7928.0,2.0,37_102
2022/7/30,1D0,5,8084.0,,
2022/8/15,1D0,5,8240.0,,
2022/8/31,1D0,5,8329.0,1.0,100
2022/9/1,1D0,5,8329.0,,
2022/2/10,1D0,6,5104.0,2.0,14_117
2022/3/10,1D0,6,5609.0,2.0,2_100
2022/4/24,1D0,6,6440.0,3.0,22_25_113
2022/5/16,1D0,6,6834.0,3.0,28_51_115
2022/5/4,1D0,6,6605.0,,
2022/6/1,1D0,6,7139.0,2.0,19_27
2022/6/13,1D0,6,7386.0,3.0,10_11_117
2022/6/2,1D0,6,7166.0,,
2022/6/30,1D0,6,7655.0,,
2022/6/6,1D0,6,7236.0,3.0,6_24_86
2022/7/30,1D0,6,7963.0,,
2022/7/4,1D0,6,7658.0,3.0,68_98_102
2022/8/15,1D0,6,8116.0,,
2022/8/26,1D0,6,8174.0,4.0,54_70_85_105
2022/9/1,1D0,6,8210.0,,
2022/1/9,1D0,7,4536.0,2.0,12_82
2022/4/26,1D0,7,6594.0,3.0,110_111_120
2022/5/18,1D0,7,7009.0,3.0,56_87_99
2022/5/4,1D0,7,6746.0,,
2022/6/2,1D0,7,7298.0,,
2022/6/30,1D0,7,7799.0,,
2022/7/30,1D0,7,16091.0,3.0,31_54_117
2022/8/15,1D0,7,8227.0,,
2022/9/1,1D0,7,8325.0,,
2022/2/3,1D0,8,4480.0,1.0,12
2022/3/28,1D0,8,5420.0,1.0,50
2022/4/7,1D0,8,5544.0,1.0,48
2022/5/4,1D0,8,6000.0,,
2022/6/2,1D0,8,6563.0,,
2022/6/21,1D0,8,6915.0,2.0,20_73
2022/6/30,1D0,8,7059.0,,
2022/7/12,1D0,8,7173.0,2.0,51_71
2022/7/30,1D0,8,7372.0,,
2022/8/13,1D0,8,7469.0,2.0,2_52
2022/8/15,1D0,8,7517.0,,
2022/9/1,1D0,8,7614.0,,
2022/1/14,1D0,9,4548.0,2.0,49_70
2022/2/10,1D0,9,5041.0,2.0,24_51
2022/4/9,1D0,9,6189.0,2.0,24_25
2022/5/4,1D0,9,6608.0,,
2022/6/2,1D0,9,7175.0,,
2022/6/30,1D0,9,7686.0,,
2022/7/30,1D0,9,7991.0,,
2022/7/7,1D0,9,7753.0,2.0,43_58
2022/8/13,1D0,9,8045.0,2.0,60_83
2022/8/15,1D0,9,8048.0,,
2022/8/3,1D0,9,7989.0,3.0,25_27_30
2022/9/1,1D0,9,8147.0,,
2022/2/17,1D0,10,5098.0,2.0,96_49
2022/5/2,1D0,10,6448.0,3.0,89_94_109
2022/5/21,1D0,10,6787.0,3.0,31_43_51
2022/5/4,1D0,10,6475.0,,
2022/6/2,1D0,10,14009.0,3.0,26_96_117
2022/6/30,1D0,10,7508.0,,
2022/7/30,1D0,10,7823.0,,
2022/8/15,1D0,10,15912.0,2.0,17_67
2022/9/1,1D0,10,8048.0,,
2022/1/4,1D0,11,4218.0,2.0,10_38
2022/1/9,1D0,11,4316.0,2.0,12_13
2022/2/17,1D0,11,5037.0,2.0,15_109
2022/5/17,1D0,11,6704.0,3.0,40_89_102
2022/5/4,1D0,11,6459.0,,
2022/6/10,1D0,11,7138.0,3.0,2_32_52
2022/6/2,1D0,11,6999.0,,
2022/6/25,1D0,11,7416.0,3.0,72_85_113
2022/6/28,1D0,11,7452.0,3.0,30_87_100
2022/6/30,1D0,11,7473.0,,
2022/7/30,1D0,11,7783.0,,
2022/7/8,1D0,11,7756.0,3.0,16_51_115
2022/8/15,1D0,11,7928.0,,
2022/9/1,1D0,11,8012.0,,
2022/1/14,1D0,12,4371.0,1.0,45
2022/1/4,1D0,12,3672.0,2.0,19_46
2022/1/9,1D0,12,4243.0,2.0,90_97
2022/2/17,1D0,12,4986.0,2.0,7_100
2022/2/27,1D0,12,5158.0,2.0,41_89
2022/3/7,1D0,12,5289.0,2.0,17_47
2022/4/18,1D0,12,6060.0,3.0,98_113_121
2022/5/11,1D0,12,6435.0,4.0,5_25_46_48
2022/5/28,1D0,12,6741.0,3.0,6_42_49
2022/5/4,1D0,12,6332.0,,
2022/6/13,1D0,12,7039.0,3.0,13_38_87
2022/6/2,1D0,12,6842.0,,
2022/6/25,1D0,12,7239.0,4.0,3_73_89_112
2022/6/30,1D0,12,7297.0,,
2022/7/19,1D0,12,7493.0,4.0,1_10_76_81
2022/7/30,1D0,12,7604.0,,
2022/8/10,1D0,12,8045.0,3.0,54_66_120
2022/8/15,1D0,12,7732.0,,
2022/9/1,1D0,12,7829.0,,
2022/1/17,1D0,13,4377.0,2.0,23_121
2022/1/29,1D0,13,4539.0,1.0,88
2022/3/23,1D0,13,5599.0,2.0,15_86
2022/4/22,1D0,13,6097.0,3.0,72_77_100
2022/5/31,1D0,13,6792.0,3.0,25_75_89
2022/5/4,1D0,13,6293.0,,
2022/6/14,1D0,13,7057.0,3.0,21_47_51
2022/6/2,1D0,13,6829.0,,
2022/6/24,1D0,13,7233.0,3.0,19_27_119
2022/6/30,1D0,13,7313.0,,
2022/7/30,1D0,13,15154.0,3.0,43_81_100
2022/7/6,1D0,13,7352.0,3.0,13_79_118
2022/8/15,1D0,13,15433.0,3.0,8_67_121
2022/9/1,1D0,13,7810.0,,
2021/12/27,1D0,14,3241.0,1.0,64
2022/1/9,1D0,14,4184.0,2.0,72_54
2022/2/17,1D0,14,4859.0,2.0,46_87
2022/5/24,1D0,14,6642.0,3.0,37_51_108
2022/5/4,1D0,14,6278.0,,
2022/6/2,1D0,14,13629.0,3.0,41_54_78
2022/6/20,1D0,14,7128.0,3.0,19_47_70
2022/6/30,1D0,14,7286.0,,
2022/7/14,1D0,14,7398.0,3.0,26_56_100
2022/7/30,1D0,14,7526.0,,
2022/7/8,1D0,14,7368.0,2.0,45_62
2022/8/15,1D0,14,7669.0,,
2022/8/3,1D0,14,7523.0,2.0,2_90
2022/9/1,1D0,14,7760.0,,
2022/1/17,1D0,15,4270.0,2.0,1_111
2022/5/23,1D0,15,6535.0,3.0,45_76_86
2022/5/4,1D0,15,6208.0,,
2022/5/9,1D0,15,6306.0,3.0,19_39_47
2022/6/2,1D0,15,6730.0,,
2022/6/30,1D0,15,7218.0,,
2022/6/7,1D0,15,6812.0,3.0,40_90_102
2022/7/18,1D0,15,7389.0,3.0,100_113_119
2022/7/30,1D0,15,7511.0,,
2022/8/13,1D0,15,7584.0,3.0,38_81_118
2022/8/15,1D0,15,7631.0,,
2022/9/1,1D0,15,7711.0,,
2022/1/14,1D0,16,4023.0,2.0,76_89
2022/3/21,1D0,16,5290.0,2.0,53_74
2022/5/29,1D0,16,6503.0,3.0,14_55_60
2022/5/4,1D0,16,6062.0,,
2022/6/15,1D0,16,6828.0,2.0,10_47
2022/6/2,1D0,16,6583.0,,
2022/6/30,1D0,16,7076.0,,
2022/7/18,1D0,16,7255.0,3.0,19_76_106
2022/7/30,1D0,16,7378.0,,
2022/7/5,1D0,16,7108.0,2.0,51_87
2022/8/15,1D0,16,7524.0,,
2022/9/1,1D0,16,7608.0,,
2022/3/21,1D0,17,5299.0,2.0,34_36
2022/4/11,1D0,17,5687.0,2.0,45_89
2022/4/14,1D0,17,5713.0,2.0,76_78
2022/4/29,1D0,17,5938.0,1.0,110
2022/5/30,1D0,17,6493.0,3.0,10_106_108
2022/5/31,1D0,17,6493.0,1.0,118
2022/5/4,1D0,17,6021.0,,
2022/5/6,1D0,17,6075.0,2.0,12_87
2022/6/2,1D0,17,12986.0,2.0,107_109
2022/6/25,1D0,17,6832.0,3.0,17_93_111
2022/6/30,1D0,17,6864.0,,
2022/6/7,1D0,17,6492.0,1.0,13
2022/7/19,1D0,17,7063.0,2.0,21_47
2022/7/30,1D0,17,14208.0,2.0,70_106
2022/8/15,1D0,17,14507.0,3.0,34_42_74
2022/9/1,1D0,17,7346.0,,
2022/2/3,1D0,18,4427.0,2.0,95_96
2022/3/7,1D0,18,5027.0,2.0,58_99
2022/5/23,1D0,18,6415.0,3.0,42_60_104
2022/5/4,1D0,18,6082.0,,
2022/6/2,1D0,18,6608.0,,
2022/6/24,1D0,18,7023.0,3.0,8_31_36
2022/6/30,1D0,18,7097.0,,
2022/7/30,1D0,18,14691.0,3.0,53_87_111
2022/8/15,1D0,18,7520.0,,
2022/8/22,1D0,18,7531.0,3.0,13_17_102
2022/9/1,1D0,18,7598.0,,
2022/1/4,1D0,19,4141.0,2.0,21_24
2022/2/3,1D0,19,4202.0,3.0,36_39_89
2022/5/4,1D0,19,5875.0,,
2022/6/2,1D0,19,6423.0,,
2022/6/30,1D0,19,6890.0,,
2022/6/6,1D0,19,6474.0,4.0,20_87_89_120
2022/7/19,1D0,19,7053.0,3.0,13_33_77
2022/7/30,1D0,19,7162.0,,
2022/8/15,1D0,19,7306.0,,
2022/9/1,1D0,19,7394.0,,
2021/12/27,1E0,1,4138.0,1.0,96
2022/2/27,1E0,1,5118.0,3.0,55_82_85
2022/3/31,1E0,1,5779.0,2.0,12_108
2022/4/18,1E0,1,6045.0,2.0,47_60
2022/5/11,1E0,1,6455.0,2.0,10_45
2022/5/20,1E0,1,6600.0,3.0,15_40_46
2022/5/21,1E0,1,6600.0,1.0,41
2022/5/26,1E0,1,6685.0,2.0,38_51
2022/5/29,1E0,1,6729.0,2.0,13_57
2022/5/4,1E0,1,6320.0,,
2022/6/10,1E0,1,6935.0,2.0,36_106
2022/6/18,1E0,1,7065.0,2.0,40_58
2022/6/2,1E0,1,13596.0,2.0,14_17
2022/6/25,1E0,1,7193.0,3.0,6_28_81
2022/6/30,1E0,1,7223.0,,
2022/7/30,1E0,1,15001.0,3.0,32_68_92
2022/8/10,1E0,1,7651.0,3.0,20_25_78
2022/8/15,1E0,1,7656.0,,
2022/8/30,1E0,1,7713.0,3.0,3_76_100
2022/9/1,1E0,1,7717.0,,
2022/1/17,1E0,2,4378.0,1.0,83
2022/3/23,1E0,2,5673.0,1.0,115
2022/3/31,1E0,2,5827.0,1.0,120
2022/5/11,1E0,2,6514.0,2.0,58_83
2022/5/4,1E0,2,6399.0,,
2022/6/2,1E0,2,6928.0,,
2022/6/25,1E0,2,7338.0,2.0,40_109
2022/6/30,1E0,2,7366.0,,
2022/6/4,1E0,2,6950.0,1.0,98
2022/7/30,1E0,2,7653.0,,
2022/8/13,1E0,2,7715.0,3.0,53_81_115
2022/8/15,1E0,2,7766.0,,
2022/9/1,1E0,2,7844.0,,
2022/4/11,1E0,3,5900.0,2.0,106_111
2022/5/29,1E0,3,6736.0,2.0,85_109
2022/5/30,1E0,3,6755.0,2.0,92_113
2022/5/4,1E0,3,6279.0,,
2022/6/2,1E0,3,6815.0,,
2022/6/30,1E0,3,7233.0,,
2022/6/7,1E0,3,6857.0,2.0,44_107
2022/7/19,1E0,3,7409.0,3.0,65_70_81
2022/7/30,1E0,3,7517.0,,
2022/7/7,1E0,3,7288.0,3.0,96_119_120
2022/8/15,1E0,3,7660.0,,
2022/9/1,1E0,3,7743.0,,
2002/5/14,1E0,4,6238.0,2.0,36_62
2022/1/25,1E0,4,4342.0,2.0,104_107
2022/2/27,1E0,4,4899.0,2.0,50_102
2022/4/16,1E0,4,5754.0,2.0,6_19
2022/5/4,1E0,4,6070.0,,
2022/6/2,1E0,4,6599.0,,
2022/6/20,1E0,4,6919.0,2.0,56_117
2022/6/30,1E0,4,7064.0,,
2022/7/30,1E0,4,7364.0,,
2022/8/15,1E0,4,7504.0,,
2022/9/1,1E0,4,7580.0,,
2022/4/20,1E0,5,5997.0,2.0,26_53
2022/5/29,1E0,5,6673.0,3.0,19_96_121
2022/5/4,1E0,5,6232.0,,
2022/6/2,1E0,5,6749.0,,
2022/6/30,1E0,5,7182.0,,
2022/6/7,1E0,5,6794.0,2.0,17_117
2022/7/30,1E0,5,7479.0,,
2022/7/8,1E0,5,7273.0,3.0,83_101_103
2022/8/15,1E0,5,7614.0,,
2022/9/1,1E0,5,7689.0,,
2055/5/27,1E0,5,6651.0,1.0,102
2022/3/28,1E0,6,5454.0,2.0,74_100
2022/4/16,1E0,6,5750.0,2.0,41_68
2022/5/13,1E0,6,6212.0,2.0,38_94
2022/5/4,1E0,6,6064.0,,
2022/6/13,1E0,6,6782.0,3.0,6_30_64
2022/6/2,1E0,6,6576.0,,
2022/6/29,1E0,6,7032.0,3.0,2_21_104
2022/6/30,1E0,6,7032.0,,
2022/6/9,1E0,6,6697.0,2.0,8_60
2022/7/16,1E0,6,7174.0,3.0,15_25_79
2022/7/30,1E0,6,7318.0,,
2022/8/15,1E0,6,7459.0,,
2022/9/1,1E0,6,7532.0,,
2022/5/23,1E0,7,6413.0,1.0,56
2022/5/25,1E0,7,6431.0,2.0,15_100
2022/5/4,1E0,7,6103.0,,
2022/6/2,1E0,7,13143.0,2.0,45_110
2022/6/24,1E0,7,6931.0,3.0,4_51_52
2022/6/30,1E0,7,7002.0,,
2022/6/4,1E0,7,6596.0,2.0,57_119
2022/6/9,1E0,7,6681.0,2.0,9_94
2022/7/30,1E0,7,7279.0,,
2022/8/15,1E0,7,7389.0,,
2022/8/27,1E0,7,7434.0,2.0,96_115
2022/8/5,1E0,7,7279.0,3.0,21_96_109
2022/9/1,1E0,7,7470.0,,
2021/12/27,1E0,8,3818.0,1.0,51
2022/2/27,1E0,8,4721.0,2.0,45_104
2022/3/23,1E0,8,5209.0,2.0,47_106
2022/5/13,1E0,8,6081.0,2.0,23_83
2022/5/4,1E0,8,5927.0,,
2022/6/2,1E0,8,6443.0,,
2022/6/30,1E0,8,6925.0,,
2022/7/30,1E0,8,7214.0,,
2022/7/5,1E0,8,6958.0,3.0,10_43_113
2022/7/6,1E0,8,6377.0,2.0,28_43
2022/8/15,1E0,8,7324.0,,
2022/8/5,1E0,8,7220.0,3.0,10_100_110
2022/9/1,1E0,8,7393.0,,
2022/4/16,1E0,9,5644.0,1.0,38
2022/5/4,1E0,9,5953.0,,
2022/6/2,1E0,9,6498.0,,
2022/6/20,1E0,9,6785.0,3.0,17_31_115
2022/6/30,1E0,9,6929.0,,
2022/7/30,1E0,9,7220.0,,
2022/8/15,1E0,9,7334.0,,
2022/8/31,1E0,9,7404.0,3.0,49_81_109
2022/9/1,1E0,9,7404.0,,
2022/5/4,1E0,10,5898.0,,
2022/6/2,1E0,10,6438.0,,
2022/6/30,1E0,10,6913.0,,
2022/7/30,1E0,10,7200.0,,
2022/8/15,1E0,10,7312.0,,
2022/9/1,1E0,10,7376.0,,
2022/1/9,1E0,11,3646.0,2.0,47_91
2022/2/11,1E0,11,4279.0,1.0,32
2022/4/18,1E0,11,5515.0,2.0,62_83
2022/5/11,1E0,11,5904.0,2.0,75_85
2022/5/4,1E0,11,5785.0,,
2022/6/2,1E0,11,6287.0,,
2022/6/30,1E0,11,6744.0,,
2022/6/7,1E0,11,6373.0,2.0,13_47
2022/7/30,1E0,11,7005.0,,
2022/8/15,1E0,11,7101.0,,
2022/8/26,1E0,11,7128.0,3.0,25_72_89
2022/8/5,1E0,11,7005.0,4.0,27_30_32_78
2022/9/1,1E0,11,7163.0,,
2055/5/27,1E0,11,6171.0,1.0,8
2022/3/4,1E0,12,4659.0,2.0,94_108
2022/4/11,1E0,12,5366.0,1.0,45
2022/4/28,1E0,12,5586.0,2.0,47_121
2022/5/13,1E0,12,5848.0,1.0,113
2022/5/29,1E0,12,6117.0,1.0,100
2022/5/4,1E0,12,5700.0,,
2022/6/1,1E0,12,6160.0,2.0,55_85
2022/6/2,1E0,12,6186.0,,
2022/6/30,1E0,12,6614.0,,
2022/6/6,1E0,12,6229.0,2.0,34_50
2022/7/30,1E0,12,6878.0,,
2022/7/7,1E0,12,6670.0,3.0,9_106_117
2022/8/10,1E0,12,7520.0,3.0,87_93_102
2022/8/15,1E0,12,6988.0,,
2022/9/1,1E0,12,7052.0,,
2022/1/25,1E0,13,3862.0,2.0,76_90
2022/2/17,1E0,13,4239.0,1.0,106
2022/4/22,1E0,13,5418.0,2.0,54_108
2022/5/11,1E0,13,5714.0,1.0,85
2022/5/19,1E0,13,5841.0,2.0,21_49
2022/5/28,1E0,13,5973.0,1.0,17
2022/5/30,1E0,13,6005.0,1.0,102
2022/5/4,1E0,13,5607.0,,
2022/6/13,1E0,13,6269.0,3.0,27_87_111
2022/6/2,1E0,13,6064.0,,
2022/6/30,1E0,13,6517.0,,
2022/7/30,1E0,13,6791.0,,
2022/7/5,1E0,13,6552.0,3.0,27_41_117
2022/8/15,1E0,13,6892.0,,
2022/8/5,1E0,13,6795.0,3.0,21_30_58
2022/9/1,1E0,13,6943.0,,
2022/3/7,1E0,14,4577.0,2.0,21_55
2022/4/24,1E0,14,5443.0,2.0,62_23
2022/5/16,1E0,14,5785.0,3.0,6_8_41
2022/5/25,1E0,14,5925.0,2.0,53_102
2022/5/4,1E0,14,11190.0,2.0,21_82
2022/6/17,1E0,14,6332.0,3.0,54_60_76
2022/6/2,1E0,14,6075.0,,
2022/6/30,1E0,14,6515.0,,
2022/7/30,1E0,14,6772.0,,
2022/7/5,1E0,14,6521.0,3.0,51_70_121
2022/8/15,1E0,14,6874.0,,
2022/8/5,1E0,14,6776.0,3.0,73_77_98
2022/9/1,1E0,14,6926.0,,
2022/2/17,1E0,15,3751.0,1.0,15
2022/3/28,1E0,15,5684.0,1.0,49
2022/5/28,1E0,15,5517.0,2.0,40_103
2022/5/4,1E0,15,5096.0,,
2022/6/1,1E0,15,5574.0,2.0,42_102
2022/6/13,1E0,15,5737.0,1.0,55
2022/6/2,1E0,15,5598.0,,
2022/6/30,1E0,15,5982.0,,
2022/6/9,1E0,15,5719.0,1.0,60
2022/7/30,1E0,15,12466.0,2.0,23_66
2022/7/5,1E0,15,6010.0,2.0,10_105
2022/8/15,1E0,15,6362.0,,
2022/8/22,1E0,15,6369.0,3.0,69_78_83
2022/9/1,1E0,15,6406.0,,
2022/1/17,1E0,16,3636.0,1.0,100
2022/1/25,1E0,16,3679.0,1.0,37
2022/2/17,1E0,16,4030.0,2.0,21_30
2022/2/19,1E0,16,4058.0,1.0,39
2022/3/10,1E0,16,4424.0,1.0,92
2022/3/23,1E0,16,4664.0,1.0,98
2022/3/28,1E0,16,4763.0,1.0,70
2022/4/1,1E0,16,4821.0,2.0,47_110
2022/4/16,1E0,16,4980.0,1.0,53
2022/4/18,1E0,16,5014.0,2.0,46_48
2022/4/20,1E0,16,5022.0,2.0,23_21
2022/4/9,1E0,16,4929.0,1.0,86
2022/5/11,1E0,16,5342.0,2.0,45_112
2022/5/13,1E0,16,5368.0,2.0,24_45
2022/5/4,1E0,16,5248.0,,
2022/6/11,1E0,16,6223.0,4.0,17_19_63_65
2022/6/2,1E0,16,5721.0,,
2022/6/30,1E0,16,6149.0,,
