日期,oven_id,layer_id,壞掉燈管數(低功率),壞掉燈管數(高功率),進水量,進水溫,出水溫,水冷板A溫度,水冷板B溫度,累積時數,燈管功率(低功率),燈管功率(高功率)
2021/12/31,1G0,10,0,0,11,21,27.1,29.5,28.8,0,35,39
2021/12/31,1G0,11,0,0,11,22,30.1,29.3,28.4,0,35,39
2021/12/31,1G0,12,0,0,11,22,30.1,29.4,28.2,0,35,39
2021/12/31,1G0,13,0,0,11,22,30.1,28.9,29.9,0,35,39
2021/12/31,1G0,14,0,0,11,22,30.1,29.3,27.2,0,35,39
2021/12/31,1G0,15,0,0,11,22,30.1,28.5,27.5,0,35,39
2021/12/31,1G0,16,0,0,11,22,30.1,27.9,26.7,0,35,39
2021/12/31,1G0,17,0,0,11,22,30.1,28.7,29.3,0,35,39
2021/12/31,1G0,18,0,0,11,22,30.1,29.5,26.9,0,35,39
2021/12/31,1G0,19,0,0,11,22,30.1,29.5,27,0,35,39
2021/12/31,2B0,1,0,0,10,20.1,23.3,22.2,22.6,3441,54,58
2021/12/31,2B0,2,0,0,10,20.1,23.3,22.6,22.4,3446,54,58
2021/12/31,2B0,3,0,0,10,20.1,23.3,23.4,23.5,3597,54,58
2021/12/31,2B0,4,0,0,10,20.1,23.3,23.1,22.4,3232,53.5,57.5
2021/12/31,2B0,5,0,0,10,20.1,23.3,24,23.2,0,35,39
2021/12/31,2B0,6,0,0,10,20.1,23.3,23,23,2652,52,56
2021/12/31,2B0,7,0,0,10,20.1,23.3,24.1,24.4,3262,53.5,57.5
2021/12/31,2B0,8,0,0,10,20.1,23.3,23.1,24.3,3428,54,58
2021/12/31,2B0,9,0,0,10,20.1,23.3,23.6,24.2,3342,53.5,57.5
2021/12/31,2B0,10,0,0,11,20.1,23.3,22.7,23.8,3198,53,57
2021/12/31,2B0,11,0,0,11,21,24.5,23.5,24,2900,52.5,56.5
2021/12/31,2B0,12,0,0,11,21,24.5,22.9,23.9,3128,53,57
2021/12/31,2B0,13,0,0,11,21,24.5,23.3,23.1,2843,52.5,56.5
2021/12/31,2B0,14,0,0,11,21,24.5,22.7,23.5,3287,53.5,57.5
2021/12/31,2B0,15,0,0,11,21,24.5,22.7,22.7,1624,49.5,53.5
2021/12/31,2B0,16,0,0,11,21,24.5,22.9,22.6,3060,53,57
2021/12/31,2B0,17,0,0,11,21,24.5,22.7,22.7,3252,53.5,57.5
2021/12/31,2B0,18,0,0,11,21,24.5,22.6,22.7,3339,53.5,57.5
2021/12/31,2B0,19,0,0,11,21,24.5,22.9,25.9,3173,53,57
2021/12/31,2C0,1,0,0,11,19.5,24.4,24.3,25.3,3405,54,58
2021/12/31,2C0,2,0,0,11,19.5,24.4,23.5,24.6,2559,51.5,55.5
2021/12/31,2C0,3,0,0,11,19.5,24.4,24.4,24.1,3334,53.5,57.5
2021/12/31,2C0,4,0,0,11,19.5,24.4,23.6,24.6,0,35,39
2021/12/31,2C0,5,0,0,11,19.5,24.4,23.9,24.5,3368,53.5,57.5
2021/12/31,2C0,6,0,0,11,19.5,24.4,24.2,24.6,3027,53,57
2021/12/31,2C0,7,0,0,11,19.5,24.4,24.3,24.6,0,35,39
2021/12/31,2C0,8,0,0,11,19.5,24.4,24.1,24.7,3360,53.5,57.5
2021/12/31,2C0,9,0,0,11,19.5,24.4,24.9,24.4,0,35,39
2021/12/31,2C0,10,0,0,11,19.5,24.4,25,25,0,35,39
2021/12/31,2C0,11,0,0,10,19.5,25.1,25,24.9,3182,53,57
2021/12/31,2C0,12,0,0,10,19.5,25.1,25.1,25.2,3211,53.5,57.5
2021/12/31,2C0,13,0,0,10,19.5,25.1,25.2,25.3,0,35,39
2021/12/31,2C0,14,0,0,10,19.5,25.1,25.2,24.5,0,35,39
2021/12/31,2C0,15,0,0,10,19.5,25.1,25,24.9,0,35,39
2021/12/31,2C0,16,0,0,10,19.5,25.1,24.7,24.6,3174,53,57
2021/12/31,2C0,17,0,0,10,19.5,25.1,25,24.9,3388,53.5,57.5
2021/12/31,2C0,18,0,0,10,19.5,25.1,24.9,24.5,0,35,39
2021/12/31,2C0,19,0,0,10,19.5,25.1,23.6,24.5,3072,53,57
2021/12/31,2D0,1,0,0,10,19.6,24.6,22.8,24.3,3073,53,57
2021/12/31,2D0,2,0,0,10,19.6,24.6,23,23.5,3548,54,58
2021/12/31,2D0,3,0,0,10,19.6,24.6,23.5,23.6,0,35,39
2021/12/31,2D0,4,0,0,10,19.6,24.6,23.5,23.7,2435,51.5,55.5
2021/12/31,2D0,5,0,0,10,19.6,24.6,23.5,23.8,0,35,39
2021/12/31,2D0,6,0,0,10,19.6,24.6,23.8,24.5,0,35,39
2021/12/31,2D0,7,0,0,10,19.6,24.6,23.4,24,3099,53,57
2021/12/31,2D0,8,0,0,10,19.6,24.6,23.7,23.6,0,35,39
2021/12/31,2D0,9,0,0,10,19.6,24.6,23.7,23.7,0,35,39
2021/12/31,2D0,10,0,0,10,19.6,24.6,23.9,23.2,0,35,39
2021/12/31,2D0,11,0,0,10,19.9,25.3,24.4,25.1,3080,53,57
2021/12/31,2D0,12,0,0,11,19.9,25.3,24,24.6,0,35,39
2021/12/31,2D0,13,0,0,10,19.9,25.3,25.3,24.9,0,35,39
2021/12/31,2D0,14,0,0,10,19.9,25.3,25,25.9,0,35,39
2021/12/31,2D0,15,0,0,10,19.9,25.3,25,25.9,0,35,39
2021/12/31,2D0,16,0,0,10,19.9,25.3,24.3,25.3,0,35,39
2021/12/31,2D0,17,0,0,10,19.9,25.3,25,26,0,35,39
2021/12/31,2D0,18,0,0,10,19.9,25.3,24.2,26,0,35,39
2021/12/31,2D0,19,0,0,10,19.9,25.3,25.1,25.2,0,35,39
2021/12/31,2E0,1,0,0,11,20.9,23.7,22.3,24.2,0,35,39
2021/12/31,2E0,2,0,0,11,20.9,23.7,21.6,22.9,0,35,39
2021/12/31,2E0,3,0,0,11,20.9,23.7,23.2,23.3,0,35,39
2021/12/31,2E0,4,0,0,11,20.9,23.7,22.5,24,2714,52,56
2021/12/31,2E0,5,0,0,11,20.9,23.7,24.1,23.3,2684,52,56
2021/12/31,2E0,6,0,0,11,20.9,23.7,22.9,23.8,0,35,39
2021/12/31,2E0,7,0,0,11,20.9,23.7,24.2,23.4,2402,51.5,55.5
2021/12/31,2E0,8,0,0,11,20.9,23.7,23.6,24.2,2563,51.5,55.5
2021/12/31,2E0,9,0,0,11,20.9,23.7,23.7,23.3,2439,51.5,55.5
2021/12/31,2E0,10,0,0,11,20.9,23.7,23.9,23.8,2451,51.5,55.5
2021/12/31,2E0,11,0,0,11,21.1,25.1,24.1,23.1,2047,50.5,54.5
2021/12/31,2E0,12,0,0,11,21.1,25.1,24.5,23.3,1763,49.5,53.5
2021/12/31,2E0,13,0,0,11,21.1,25.1,24.2,23.3,0,35,39
2021/12/31,2E0,14,0,0,11,21.1,25.1,24.3,23.8,0,35,39
2021/12/31,2E0,15,0,0,11,21.1,25.1,24.1,24.3,0,35,39
2021/12/31,2E0,16,0,0,11,21.1,25.1,24.4,24.6,0,35,39
2021/12/31,2E0,17,0,0,11,21.1,25.1,23.8,24.9,0,35,39
2021/12/31,2E0,18,0,0,11,21.1,25.1,23.7,24.5,0,35,39
2021/12/31,2E0,19,0,0,11,21.1,25.1,24.4,24.3,0,35,39
2021/12/31,2G0,1,0,0,10,21.2,25.2,22.7,24.4,0,35,39
2021/12/31,2G0,2,0,0,10,21.2,25.2,22.6,22.8,0,35,39
2021/12/31,2G0,3,0,0,10,21.2,25.2,23.4,23,0,35,39
2021/12/31,2G0,4,0,0,10,21.2,25.2,23.5,23.2,0,35,39
2021/12/31,2G0,5,0,0,10,21.2,25.2,23.6,23.2,0,35,39
2021/12/31,2G0,6,0,0,10,21.2,25.2,23.3,23.9,0,35,39
2021/12/31,2G0,7,0,0,10,21.2,25.2,23.8,24,0,35,39
2021/12/31,2G0,8,0,0,10,21.2,25.2,23.6,24.3,0,35,39
2021/12/31,2G0,9,0,0,10,21.2,25.2,23.8,23.9,0,35,39
2021/12/31,2G0,10,0,0,10,21.2,25.2,24.7,24.2,0,35,39
2021/12/31,2G0,11,0,0,10,21.1,26.3,24.7,24.2,0,35,39
2021/12/31,2G0,12,0,0,11,21.1,26.3,24.8,24.4,0,35,39
2021/12/31,2G0,13,0,0,11,21.1,26.3,24.2,25.2,0,35,39
2021/12/31,2G0,14,0,0,11,21.1,26.3,24.6,25.5,0,35,39
2021/12/31,2G0,15,0,0,10,21.1,26.3,23.3,24.6,0,35,39
2021/12/31,2G0,16,0,0,10,21.1,26.3,24,24.6,0,35,39
2021/12/31,2G0,17,0,0,10,21.1,26.3,23.5,24.4,0,35,39
2021/12/31,2G0,18,0,0,10,21.1,26.3,22.7,24,0,35,39
2021/12/31,2G0,19,0,0,10,21.1,26.3,24.9,24.8,0,35,39
2022/1/1,1B0,1,0,0,11,20.3,24.8,23.3,25.2,5451,59.5,63.5
2022/1/1,1B0,2,0,0,11,20.3,24.8,24.2,22.4,3918,55,59
2022/1/1,1B0,3,0,0,11,20.3,24.8,23.5,23.1,5557,61.5,65.5
2022/1/1,1B0,4,0,0,11,20.3,24.8,24.8,25.7,4769,57.5,61.5
2022/1/1,1B0,5,0,0,11,20.3,24.8,25.1,24.5,5223,59.5,63.5
2022/1/1,1B0,6,0,0,11,20.3,24.8,24.8,23.8,5121,59.5,63.5
2022/1/1,1B0,7,0,0,11,20.3,24.8,25.1,25.1,4953,57.5,61.5
2022/1/1,1B0,8,0,0,11,20.3,24.8,25,24.6,5345,59.5,63.5
2022/1/1,1B0,9,0,0,9,20.3,24.8,27.9,26.9,4978,57.5,61.5
2022/1/1,1B0,10,0,0,11,20.3,24.8,26.1,25.9,5158,59.5,63.5
2022/1/1,1B0,11,0,0,11,20,24.6,29.6,25.9,5169,59.5,63.5
2022/1/1,1B0,12,0,0,11,20,24.6,26.9,25.9,5071,59.5,63.5
2022/1/1,1B0,13,0,0,11,20,24.6,27.7,27,6469,63.5,67.5
2022/1/1,1B0,14,0,0,11,20,24.6,27.7,25.8,4996,57.5,61.5
2022/1/1,1B0,15,0,0,11,20,24.6,26.2,27,5053,59.5,63.5
2022/1/1,1B0,16,0,0,11,20,24.6,26.9,26.6,5029,59.5,63.5
2022/1/1,1B0,17,0,0,11,20,24.6,30.9,26.8,5025,59.5,63.5
2022/1/1,1B0,18,0,0,11,20,24.6,25.6,27.2,4852,57.5,61.5
2022/1/1,1B0,19,0,0,11,20,24.6,26.9,27.2,0,35,39
2022/1/1,1C0,1,0,0,11,22.8,25.5,24.2,23,4833,57.5,61.5
2022/1/1,1C0,2,0,0,11,22.8,25.5,23.1,24,5119,59.5,63.5
2022/1/1,1C0,3,0,0,11,22.8,25.5,24.9,24.3,4793,57.5,61.5
2022/1/1,1C0,4,0,0,11,22.8,25.5,24,24.9,5097,59.5,63.5
2022/1/1,1C0,5,0,0,11,22.8,25.5,24.5,24.3,4672,57.5,61.5
2022/1/1,1C0,6,0,0,11,22.8,25.5,25.3,25.4,5047,59.5,63.5
2022/1/1,1C0,7,0,0,11,22.8,25.5,24.3,25.2,4980,57.5,61.5
2022/1/1,1C0,8,0,0,11,22.8,25.5,24.7,25.2,4863,57.5,61.5
2022/1/1,1C0,9,0,0,10,22.8,25.5,24.7,25.2,4715,57.5,61.5
2022/1/1,1C0,10,0,0,12,22.8,25.5,25.6,25.4,4701,57.5,61.5
2022/1/1,1C0,11,0,0,12,23.4,24.1,25.2,25.9,4445,57.5,61.5
2022/1/1,1C0,12,0,0,12,23.4,24.1,25.2,25,4682,57.5,61.5
2022/1/1,1C0,13,0,0,12,23.4,24.1,29.2,27.4,5010,59.5,63.5
2022/1/1,1C0,14,0,0,12,23.4,24.1,28.1,28.1,4666,57.5,61.5
2022/1/1,1C0,15,0,0,12,23.4,24.1,30.5,27.8,4743,57.5,61.5
2022/1/1,1C0,16,0,0,12,23.4,24.1,28,27.4,0,35,39
2022/1/1,1C0,17,0,0,12,23.4,24.1,26.6,25.3,4754,57.5,61.5
2022/1/1,1C0,18,0,0,12,23.4,24.1,27.1,26,4630,57.5,61.5
2022/1/1,1C0,19,0,0,12,23.4,24.1,27.2,25,4551,57.5,61.5
2022/1/1,1D0,1,0,0,10,22.6,23.5,23.8,23.8,4346,55.5,59.5
2022/1/1,1D0,2,0,0,10,22.6,23.5,22.9,23.6,4625,57.5,61.5
2022/1/1,1D0,3,0,0,10,22.6,23.5,24,24.4,4552,57.5,61.5
2022/1/1,1D0,4,0,0,10,22.6,23.5,24.1,24.8,4597,57.5,61.5
2022/1/1,1D0,5,0,0,10,22.6,23.5,25.6,24.4,4461,57.5,61.5
2022/1/1,1D0,6,0,0,10,22.6,23.5,25,25,4381,55.5,59.5
2022/1/1,1D0,7,0,0,10,22.6,23.5,25.2,25.6,4382,55.5,59.5
2022/1/1,1D0,8,0,0,10,22.6,23.5,25.7,25,3923,55,59
2022/1/1,1D0,9,0,0,10,22.6,23.5,24.5,24.4,4305,55.5,59.5
2022/1/1,1D0,10,0,0,11,22.6,23.5,27.4,26.2,4246,55.5,59.5
2022/1/1,1D0,11,0,0,11,19.5,23.6,26.3,26.6,4162,55.5,59.5
2022/1/1,1D0,12,0,0,11,19.5,23.6,27.4,26.4,3606,54.5,58.5
2022/1/1,1D0,13,0,0,11,19.5,23.6,27.5,26.7,4090,55.5,59.5
2022/1/1,1D0,14,0,0,11,19.5,23.6,26.5,26.7,3604,54.5,58.5
2022/1/1,1D0,15,0,0,11,19.5,23.6,26.6,27.3,3980,55,59
2022/1/1,1D0,16,0,0,11,19.5,23.6,25.4,26,3782,54.5,58.5
2022/1/1,1D0,17,0,0,11,19.5,23.6,27.1,26.9,4003,55.5,59.5
2022/1/1,1D0,18,0,0,11,19.5,23.6,25.9,26.9,3820,55,59
2022/1/1,1D0,19,0,0,11,19.5,23.6,27.5,26.8,4098,55.5,59.5
2022/1/1,1E0,1,0,0,12,19.7,24,24.9,24,4217,55.5,59.5
2022/1/1,1E0,2,0,0,12,19.7,24,24,26,4076,55.5,59.5
2022/1/1,1E0,3,0,0,12,19.7,24,24.9,25.2,4252,55.5,59.5
2022/1/1,1E0,4,0,0,12,19.7,24,25.4,24.6,3923,55,59
2022/1/1,1E0,5,0,0,12,19.7,24,26.1,25.4,4167,55.5,59.5
2022/1/1,1E0,6,0,0,12,19.7,24,25.4,25.5,4036,55.5,59.5
2022/1/1,1E0,7,0,0,12,19.7,24,25,26.5,0,35,39
2022/1/1,1E0,8,0,0,12,19.7,24,26,25.7,3891,55,59
2022/1/1,1E0,9,0,0,11,19.7,24,25.6,26.1,3841,55,59
2022/1/1,1E0,10,0,0,11,19.7,24,25.1,24.9,0,35,39
2022/1/1,1E0,11,0,0,11,19.8,23.8,25.5,26.2,3497,54,58
2022/1/1,1E0,12,0,0,11,19.8,23.8,25.6,25.5,3601,54.5,58.5
2022/1/1,1E0,13,0,0,11,19.8,23.8,25.6,27,3439,54,58
2022/1/1,1E0,14,0,0,11,19.8,23.8,25.5,25.2,3436,54,58
2022/1/1,1E0,15,0,0,11,19.8,23.8,26.6,25.8,2919,52.5,56.5
2022/1/1,1E0,16,0,0,11,19.8,23.8,26,26.4,3395,53.5,57.5
2022/1/1,1E0,17,0,0,11,19.8,23.8,25.7,25.2,3602,54.5,58.5
2022/1/1,1E0,18,0,0,11,19.8,23.8,25.8,25.5,3205,53.5,57.5
2022/1/1,1E0,19,0,0,11,19.8,23.8,25.2,23.8,3329,53.5,57.5
2022/1/1,1G0,1,0,0,9,21,27.1,26.6,25.9,0,35,39
2022/1/1,1G0,2,0,0,9,21,27.1,25.4,25.7,0,35,39
2022/1/1,1G0,3,0,0,9,21,27.1,24.8,25.7,0,35,39
2022/1/1,1G0,4,0,0,9,21,27.1,25.7,25,0,35,39
2022/1/1,1G0,5,0,0,9,21,27.1,25.6,26,0,35,39
2022/1/1,1G0,6,0,0,9,21,27.1,26.3,25.9,0,35,39
2022/1/1,1G0,7,0,0,9,21,27.1,26.1,27.7,0,35,39
2022/1/1,1G0,8,0,0,9,21,27.1,27.1,28.2,0,35,39
2022/1/1,1G0,9,0,0,9,21,27.1,28,28.7,0,35,39
2022/1/1,1G0,10,0,0,11,21,27.1,29.5,28.8,0,35,39
2022/1/1,1G0,11,0,0,11,22,30.1,29.3,28.4,0,35,39
2022/1/1,1G0,12,0,0,11,22,30.1,29.4,28.2,0,35,39
2022/1/1,1G0,13,0,0,11,22,30.1,28.9,29.9,0,35,39
2022/1/1,1G0,14,0,0,11,22,30.1,29.3,27.2,0,35,39
2022/1/1,1G0,15,0,0,11,22,30.1,28.5,27.5,0,35,39
2022/1/1,1G0,16,0,0,11,22,30.1,27.9,26.7,0,35,39
2022/1/1,1G0,17,0,0,11,22,30.1,28.7,29.3,0,35,39
2022/1/1,1G0,18,0,0,11,22,30.1,29.5,26.9,0,35,39
2022/1/1,1G0,19,0,0,11,22,30.1,29.5,27,0,35,39
2022/1/1,2B0,1,0,0,10,20.1,23.3,22.2,22.6,3461,54,58
2022/1/1,2B0,2,0,0,10,20.1,23.3,22.6,22.4,3465,54,58
2022/1/1,2B0,3,0,0,10,20.1,23.3,23.4,23.5,3615,54.5,58.5
2022/1/1,2B0,4,0,0,10,20.1,23.3,23.1,22.4,3253,53.5,57.5
2022/1/1,2B0,5,0,0,10,20.1,23.3,24,23.2,0,35,39
2022/1/1,2B0,6,0,0,10,20.1,23.3,23,23,2672,52,56
2022/1/1,2B0,7,0,0,10,20.1,23.3,24.1,24.4,3280,53.5,57.5
2022/1/1,2B0,8,0,0,10,20.1,23.3,23.1,24.3,3446,54,58
2022/1/1,2B0,9,0,0,10,20.1,23.3,23.6,24.2,3361,53.5,57.5
2022/1/1,2B0,10,0,0,11,20.1,23.3,22.7,23.8,3217,53.5,57.5
2022/1/1,2B0,11,0,0,11,21,24.5,23.5,24,2919,52.5,56.5
2022/1/1,2B0,12,0,0,11,21,24.5,22.9,23.9,3147,53,57
2022/1/1,2B0,13,0,0,11,21,24.5,23.3,23.1,2861,52.5,56.5
2022/1/1,2B0,14,0,0,11,21,24.5,22.7,23.5,3306,53.5,57.5
2022/1/1,2B0,15,0,0,11,21,24.5,22.7,22.7,1642,49.5,53.5
2022/1/1,2B0,16,0,0,11,21,24.5,22.9,22.6,3078,53,57
2022/1/1,2B0,17,0,0,11,21,24.5,22.7,22.7,3269,53.5,57.5
2022/1/1,2B0,18,0,0,11,21,24.5,22.6,22.7,3357,53.5,57.5
2022/1/1,2B0,19,0,0,11,21,24.5,22.9,25.9,3190,53,57
2022/1/1,2C0,1,0,0,11,19.5,24.4,24.3,25.3,3423,54,58
2022/1/1,2C0,2,0,0,11,19.5,24.4,23.5,24.6,2577,51.5,55.5
2022/1/1,2C0,3,0,0,11,19.5,24.4,24.4,24.1,3353,53.5,57.5
2022/1/1,2C0,4,0,0,11,19.5,24.4,23.6,24.6,0,35,39
2022/1/1,2C0,5,0,0,11,19.5,24.4,23.9,24.5,3385,53.5,57.5
2022/1/1,2C0,6,0,0,11,19.5,24.4,24.2,24.6,3046,53,57
2022/1/1,2C0,7,0,0,11,19.5,24.4,24.3,24.6,0,35,39
2022/1/1,2C0,8,0,0,11,19.5,24.4,24.1,24.7,3377,53.5,57.5
2022/1/1,2C0,9,0,0,11,19.5,24.4,24.9,24.4,0,35,39
2022/1/1,2C0,10,0,0,11,19.5,24.4,25,25,0,35,39
2022/1/1,2C0,11,0,0,10,19.5,25.1,25,24.9,3200,53,57
2022/1/1,2C0,12,0,0,10,19.5,25.1,25.1,25.2,3229,53.5,57.5
2022/1/1,2C0,13,0,0,10,19.5,25.1,25.2,25.3,0,35,39
2022/1/1,2C0,14,0,0,10,19.5,25.1,25.2,24.5,0,35,39
2022/1/1,2C0,15,0,0,10,19.5,25.1,25,24.9,0,35,39
2022/1/1,2C0,16,0,0,10,19.5,25.1,24.7,24.6,3191,53,57
2022/1/1,2C0,17,0,0,10,19.5,25.1,25,24.9,3403,54,58
2022/1/1,2C0,18,0,0,10,19.5,25.1,24.9,24.5,0,35,39
2022/1/1,2C0,19,0,0,10,19.5,25.1,23.6,24.5,3089,53,57
2022/1/1,2D0,1,0,0,10,19.6,24.6,22.8,24.3,3093,53,57
2022/1/1,2D0,2,0,0,10,19.6,24.6,23,23.5,3565,54,58
2022/1/1,2D0,3,0,0,10,19.6,24.6,23.5,23.6,0,35,39
2022/1/1,2D0,4,0,0,10,19.6,24.6,23.5,23.7,2460,51.5,55.5
2022/1/1,2D0,5,0,0,10,19.6,24.6,23.5,23.8,0,35,39
2022/1/1,2D0,6,0,0,10,19.6,24.6,23.8,24.5,0,35,39
2022/1/1,2D0,7,0,0,10,19.6,24.6,23.4,24,3117,53,57
2022/1/1,2D0,8,0,0,10,19.6,24.6,23.7,23.6,0,35,39
2022/1/1,2D0,9,0,0,10,19.6,24.6,23.7,23.7,0,35,39
2022/1/1,2D0,10,0,0,10,19.6,24.6,23.9,23.2,0,35,39
2022/1/1,2D0,11,0,0,10,19.9,25.3,24.4,25.1,3095,53,57
2022/1/1,2D0,12,0,0,11,19.9,25.3,24,24.6,0,35,39
2022/1/1,2D0,13,0,0,10,19.9,25.3,25.3,24.9,0,35,39
2022/1/1,2D0,14,0,0,10,19.9,25.3,25,25.9,0,35,39
2022/1/1,2D0,15,0,0,10,19.9,25.3,25,25.9,0,35,39
2022/1/1,2D0,16,0,0,10,19.9,25.3,24.3,25.3,0,35,39
2022/1/1,2D0,17,0,0,10,19.9,25.3,25,26,0,35,39
2022/1/1,2D0,18,0,0,10,19.9,25.3,24.2,26,0,35,39
2022/1/1,2D0,19,0,0,10,19.9,25.3,25.1,25.2,0,35,39
2022/1/1,2E0,1,0,0,11,20.9,23.7,22.3,24.2,0,35,39
2022/1/1,2E0,2,0,0,11,20.9,23.7,21.6,22.9,0,35,39
2022/1/1,2E0,3,0,0,11,20.9,23.7,23.2,23.3,0,35,39
2022/1/1,2E0,4,0,0,11,20.9,23.7,22.5,24,2729,52,56
2022/1/1,2E0,5,0,0,11,20.9,23.7,24.1,23.3,2699,52,56
2022/1/1,2E0,6,0,0,11,20.9,23.7,22.9,23.8,0,35,39
2022/1/1,2E0,7,0,0,11,20.9,23.7,24.2,23.4,2418,51.5,55.5
2022/1/1,2E0,8,0,0,11,20.9,23.7,23.6,24.2,2578,51.5,55.5
2022/1/1,2E0,9,0,0,11,20.9,23.7,23.7,23.3,2454,51.5,55.5
2022/1/1,2E0,10,0,0,11,20.9,23.7,23.9,23.8,2466,51.5,55.5
2022/1/1,2E0,11,0,0,11,21.1,25.1,24.1,23.1,2062,50.5,54.5
2022/1/1,2E0,12,0,0,11,21.1,25.1,24.5,23.3,1777,49.5,53.5
2022/1/1,2E0,13,0,0,11,21.1,25.1,24.2,23.3,0,35,39
2022/1/1,2E0,14,0,0,11,21.1,25.1,24.3,23.8,0,35,39
2022/1/1,2E0,15,0,0,11,21.1,25.1,24.1,24.3,0,35,39
2022/1/1,2E0,16,0,0,11,21.1,25.1,24.4,24.6,0,35,39
2022/1/1,2E0,17,0,0,11,21.1,25.1,23.8,24.9,0,35,39
2022/1/1,2E0,18,0,0,11,21.1,25.1,23.7,24.5,0,35,39
2022/1/1,2E0,19,0,0,11,21.1,25.1,24.4,24.3,0,35,39
2022/1/1,2G0,1,0,0,10,21.2,25.2,22.7,24.4,0,35,39
2022/1/1,2G0,2,0,0,10,21.2,25.2,22.6,22.8,0,35,39
2022/1/1,2G0,3,0,0,10,21.2,25.2,23.4,23,0,35,39
2022/1/1,2G0,4,0,0,10,21.2,25.2,23.5,23.2,0,35,39
2022/1/1,2G0,5,0,0,10,21.2,25.2,23.6,23.2,0,35,39
2022/1/1,2G0,6,0,0,10,21.2,25.2,23.3,23.9,0,35,39
2022/1/1,2G0,7,0,0,10,21.2,25.2,23.8,24,0,35,39
2022/1/1,2G0,8,0,0,10,21.2,25.2,23.6,24.3,0,35,39
2022/1/1,2G0,9,0,0,10,21.2,25.2,23.8,23.9,0,35,39
2022/1/1,2G0,10,0,0,10,21.2,25.2,24.7,24.2,0,35,39
2022/1/1,2G0,11,0,0,10,21.1,26.3,24.7,24.2,0,35,39
2022/1/1,2G0,12,0,0,11,21.1,26.3,24.8,24.4,0,35,39
2022/1/1,2G0,13,0,0,11,21.1,26.3,24.2,25.2,0,35,39
2022/1/1,2G0,14,0,0,11,21.1,26.3,24.6,25.5,0,35,39
2022/1/1,2G0,15,0,0,10,21.1,26.3,23.3,24.6,0,35,39
2022/1/1,2G0,16,0,0,10,21.1,26.3,24,24.6,0,35,39
2022/1/1,2G0,17,0,0,10,21.1,26.3,23.5,24.4,0,35,39
2022/1/1,2G0,18,0,0,10,21.1,26.3,22.7,24,0,35,39
2022/1/1,2G0,19,0,0,10,21.1,26.3,24.9,24.8,0,35,39
2022/1/2,1B0,1,0,0,11,20.3,24.8,23.3,25.2,5469,59.5,63.5
2022/1/2,1B0,2,0,0,11,20.3,24.8,24.2,22.4,3938,55,59
2022/1/2,1B0,3,0,0,11,20.3,24.8,23.5,23.1,5575,61.5,65.5
2022/1/2,1B0,4,0,0,11,20.3,24.8,24.8,25.7,4787,57.5,61.5
2022/1/2,1B0,5,0,0,11,20.3,24.8,25.1,24.5,5244,59.5,63.5
2022/1/2,1B0,6,0,0,11,20.3,24.8,24.8,23.8,5142,59.5,63.5
2022/1/2,1B0,7,0,0,11,20.3,24.8,25.1,25.1,4972,57.5,61.5
2022/1/2,1B0,8,0,0,11,20.3,24.8,25,24.6,5363,59.5,63.5
2022/1/2,1B0,9,0,0,9,20.3,24.8,27.9,26.9,4998,57.5,61.5
2022/1/2,1B0,10,0,0,11,20.3,24.8,26.1,25.9,5178,59.5,63.5
2022/1/2,1B0,11,0,0,11,20,24.6,29.6,25.9,5188,59.5,63.5
2022/1/2,1B0,12,0,0,11,20,24.6,26.9,25.9,5090,59.5,63.5
2022/1/2,1B0,13,0,0,11,20,24.6,27.7,27,6477,63.5,67.5
2022/1/2,1B0,14,0,0,11,20,24.6,27.7,25.8,5015,59.5,63.5
2022/1/2,1B0,15,0,0,11,20,24.6,26.2,27,5072,59.5,63.5
2022/1/2,1B0,16,0,0,11,20,24.6,26.9,26.6,5048,59.5,63.5
2022/1/2,1B0,17,0,0,11,20,24.6,30.9,26.8,5044,59.5,63.5
2022/1/2,1B0,18,0,0,11,20,24.6,25.6,27.2,4872,57.5,61.5
2022/1/2,1B0,19,0,0,11,20,24.6,26.9,27.2,0,35,39
2022/1/2,1C0,1,0,0,11,22.8,25.5,24.2,23,4848,57.5,61.5
2022/1/2,1C0,2,0,0,11,22.8,25.5,23.1,24,5138,59.5,63.5
2022/1/2,1C0,3,0,0,11,22.8,25.5,24.9,24.3,4812,57.5,61.5
2022/1/2,1C0,4,0,0,11,22.8,25.5,24,24.9,5115,59.5,63.5
2022/1/2,1C0,5,0,0,11,22.8,25.5,24.5,24.3,4696,57.5,61.5
2022/1/2,1C0,6,0,0,11,22.8,25.5,25.3,25.4,5064,59.5,63.5
2022/1/2,1C0,7,0,0,11,22.8,25.5,24.3,25.2,4998,57.5,61.5
2022/1/2,1C0,8,0,0,11,22.8,25.5,24.7,25.2,4882,57.5,61.5
2022/1/2,1C0,9,0,0,10,22.8,25.5,24.7,25.2,4734,57.5,61.5
2022/1/2,1C0,10,0,0,12,22.8,25.5,25.6,25.4,4720,57.5,61.5
2022/1/2,1C0,11,0,0,12,23.4,24.1,25.2,25.9,4464,57.5,61.5
2022/1/2,1C0,12,0,0,12,23.4,24.1,25.2,25,4701,57.5,61.5
2022/1/2,1C0,13,0,0,12,23.4,24.1,29.2,27.4,5026,59.5,63.5
2022/1/2,1C0,14,0,0,12,23.4,24.1,28.1,28.1,4685,57.5,61.5
